Feature1,Feature2,Feature3
54.96714153011233,135.1773216767082,238.03844108168977
48.61735698828815,83.49752610137568,394.86041833351203
56.47688538100692,105.87676332095143,432.609538651925
65.23029856408026,81.84328549553638,230.63071323622887
47.658466252766644,91.94302620826305,62.96825061820949
47.6586304305082,106.00011249880527,453.08497231850293
65.79212815507391,107.28705520588463,490.58519616710396
57.67434729152909,102.34345547378945,31.59695478362351
45.30525614065048,112.12969841386868,39.033903317086946
55.42560043585965,109.08781732772044,282.79723735440723
45.365823071875376,93.44216580214812,266.95022441849954
45.34270246429743,114.46674765293075,294.32732888891866
52.41962271566034,80.66346751291458,158.5563072502571
30.86719755342202,94.83073923425457,25.171536612877464
32.75082167486967,90.71238398656202,290.17557167683526
44.37712470759027,107.44649608368526,75.72278494829054
39.87168879665576,52.45725785177314,170.6295564879449
53.142473325952736,92.01155164988236,291.22458865342804
40.91975924478789,109.1322171475318,104.24328141656491
35.87696298664709,149.39947649501937,271.2313725356246
64.65648768921554,100.99463380917054,357.35908652731706
47.74223699513465,78.35902466083894,32.890197209803574
50.67528204687924,113.48770590697704,309.7361672512237
35.75251813786544,86.39473036999154,254.71715375093734
44.556172754748175,72.84201322528415,48.72169222189915
51.10922589709866,103.65357590106233,353.17265508791445
38.490064225776976,126.45185600678195,155.44486264898345
53.75698018345672,83.96516538581731,91.14844638884995
43.99361310081195,95.77171329045176,141.22769032259552
47.083062502067236,113.85696285960798,273.10013632444293
43.98293387770603,120.45428697407539,290.0281338366061
68.52278184508938,128.5245506979608,84.82575238245677
49.86502775262066,86.05497866908159,468.31835486391265
39.422890710440996,97.4969655222561,164.47180364649526
58.225449121031886,56.60919538382827,134.14532395058893
37.791563500289776,92.10623031382788,93.36140550995454
52.08863595004755,79.02732337246636,60.26359150354349
30.403298761202244,102.81020398521532,491.04095782279285
36.71813951101569,117.71473639598591,337.36197733564535
51.96861235869123,113.80484104142563,393.51536581737946
57.38466579995411,76.80680105247372,200.7434958686432
51.7136828118997,92.03344923748315,207.30544068068096
48.843517176117594,109.22227573224339,493.44586043674013
46.98896304410711,102.5003084062937,100.34512501532572
35.214780096325725,85.92987442381313,163.46623220740685
42.801557916052914,107.49262060604002,97.58077001312704
45.393612290402125,115.32282805184214,141.31200964218965
60.57122226218915,96.20848127336451,331.78709536888397
53.43618289568462,80.19210383890301,154.4584314756825
32.36959844637266,107.54611258258974,437.76152400757354
53.24083969394795,82.751061588966,24.32527428278075
46.149177195836835,126.4469210526047,177.36059943773645
43.23077999694041,47.25778617597456,430.35350349977915
56.11676288840868,93.50256644472067,310.6891865301454
60.30999522495951,82.19458213792493,385.4802606464276
59.31280119116199,114.24569196278607,161.8229960733553
41.607824767773614,128.66513592798603,184.65241784154463
46.907876241487855,86.91493984401134,444.1144220969639
53.31263431403564,81.24327367664458,374.78909461824384
59.75545127122359,112.87839433543637,192.1303047556896
45.2082576215471,64.2076710344559,107.67912279361447
48.14341023336183,104.9299354902956,53.14499061678124
38.93665025993972,99.3247916238224,430.91398642895365
38.037933759193294,95.62265422450325,348.82407720252945
58.125258223941984,83.22261979039848,303.6710617554522
63.56240028570823,57.77863815469295,388.2939171495065
49.27989878419666,119.47677588839343,457.49471285766793
60.03532897892024,112.58801021827686,380.7946298870685
53.61636025047634,98.84309224238511,210.32966935971547
43.54880245394876,104.59021566725983,88.235108704881
53.61395605508414,96.98604784702731,356.91208945204386
65.38036566465969,119.6440584363091,123.3606716323497
49.64173960890049,96.02532980876192,391.3066849663106
65.64643655814007,99.3673054052266,169.3652965787305
23.802548959102555,1338.2986137303121,78.38596655976926
58.21902504375224,92.30186932126661,127.32352732487423
50.870470682381715,98.14489799425105,133.31911133164536
47.009926495341325,97.36732434509872,189.40061861842307
50.91760776535502,86.29611558786006,128.64520693661458
30.124310853991073,80.94241620414246,112.77874947044508
47.80328112162488,96.04761276873566,195.8744443412475
53.57112571511746,93.94369557620091,434.0501047057053
64.77894044741517,121.16977264980699,35.22792345692777
44.81729781726352,80.7563343472425,148.12014214602686
41.91506397106812,88.84093871338126,281.15420589286344
44.982429564154636,103.6904778270584,437.2401464584858
59.15402117702074,107.96394098732847,142.06590999476714
53.287511096596845,97.2182952932026,174.37121127266204
44.70239796232961,116.36975590078114,398.97535116559163
55.13267433113356,97.91078641318548,186.25883621330397
50.9707754934804,82.63343634718115,425.77689902344025
59.68644990532889,99.21555066002928,227.63545464851714
42.979469061226474,114.90371484728517,284.54829383833675
46.723378534022316,119.44791091205904,280.44048315271306
46.078918468678424,118.89004019264884,59.65308569983557
35.364850518678814,103.87367664086861,177.47126816046728
52.96120277064576,105.25195622509631,120.79270886944377
52.610552721798896,111.7959925979588,341.51062055531634
50.05113456642461,67.43271536368658,466.8234184351628
47.65412866624853,85.64549222886161,106.20982714876315
35.84629257949586,105.97363061943587,45.630315333840876
45.79354677234641,80.28233928073922,253.2953639877673
46.572854834732304,123.02951066578801,195.4184114399696
41.97722730778381,121.3498947184196,17.858857610180912
48.387142883339905,89.16109226402985,460.810820520241
54.040508568145384,81.87212171988732,470.0753342364823
68.8618590121053,108.60042621736493,425.2064340941907
51.74577812831839,74.45805560338209,140.2598045516626
52.57550390722764,102.79597377829023,61.21397283906188
49.25554084233833,156.60524973121613,296.24721110117713
30.812287847009586,79.83154367297666,140.75679556883784
49.73486124550783,84.35721553409343,100.85891973534933
50.60230209941027,87.65077169849994,320.6523867880881
74.63242112485287,82.04006669633631,375.18919117900646
48.076390352188774,83.05383313733451,263.6413061654518
53.015473423336125,134.37980834411076,159.99705297993899
49.65288230294757,101.25455879022059,256.2604837364742
38.31321962380468,118.18701611010904,299.86798666047565
61.42822814515021,123.98867518670123,25.9441675974324
57.519330326867745,63.917112757616124,221.90686399822042
57.910319470430466,84.61377200509409,299.16533374108315
40.906125452052606,81.86263680913744,64.7424914484801
64.02794310936099,47.35346173506513,224.41813158592367
35.98148937207719,108.51905106894064,173.36427561452982
55.868570938002705,106.07377958564987,433.942434199152
71.90455625809979,126.44689960354356,244.69300588455962
40.09463674869312,109.48241323150572,213.13781657096047
44.33702270397228,47.84800977429484,121.94078593058622
50.99651365087641,85.9595654067332,478.7354636919947
44.96524345883801,87.40772102841751,480.5804765698935
34.493365689338674,110.22725078331545,183.37744559452562
50.68562974806027,46.94366063731216,464.5201090074117
39.37696286273895,110.87926360729053,309.3004892610815
54.73592430635182,115.7620428642061,390.5235713277792
40.80575765766197,94.99629216561833,44.92324525950142
65.4993440501754,84.01981429753603,10.654948750308312
295.1722695364634,123.56318405114158,257.0388116232991
46.77938483794324,72.32866790929151,37.95408662137556
58.135172173696695,122.91418129549176,445.8500771774519
37.69135683566045,118.17171724248355,410.0762262216203
52.27459934604129,111.21376006127687,357.41663887393287
63.07142754282428,136.33651202438023,15.698255179565967
33.92516765438772,100.33863678854361,229.16725314149
51.84633858532304,112.4200829587312,39.0454702501078
52.598827942484235,99.0386056208805,464.3212231755529
57.8182287177731,93.57586336286406,306.3092863732538
37.63049289121918,110.57342427837693,78.26613652239756
36.795433869157236,93.933313697465,280.3045919697369
55.21941565616898,101.25130337588706,59.26644986775054
52.96984673233186,101.35984475612568,72.83837574194796
52.504928503458764,91.90332676517498,40.477956025062326
53.46448209496975,114.692758645673,435.86468604470576
43.19975278421509,64.57456771625854,272.8402617979928
52.322536971610035,86.09746652042192,163.9520111972544
52.93072473298681,80.52715214991366,0.3389149570699468
42.85648581973632,106.14350055417832,236.01248804541518
68.65774511144757,95.24578019355582,256.3866618476054
54.73832920911788,71.6236570648428,168.28310004548703
38.08696502797351,109.40153349489935,242.16238952154006
56.5655360863383,104.5496635039316,50.3614065436892
40.253183297726785,100.72939695064885,461.03080102058436
